,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
5953,6.0,8.0,2.0,1.0,8.0,4.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,17.0,13.0,15.0,20.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,10.0,1.0,2.0,3.0,3.0,7.0,19.0,6.0,5.0,48.0,52.0,289,196,3-4-3,4-3-3,6769,1,0.76,0.78
4030,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,234,264,4-3-3,4-3-3,5453,0,0.78,0.78
15540,8.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,16.0,16.0,1.0,1.0,0.0,1.0,20.0,7.0,8.0,10.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,8.0,2.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,195,108,4-2-3-1,4-3-1-2,7287,0,0.87,0.88
9815,0.0,2.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,171,277,3-4-1-2,4-3-3,3899,1,0.84,0.78
14000,3.0,5.0,1.0,1.0,8.0,6.0,5.0,3.0,17.0,8.0,2.0,0.0,0.0,0.0,17.0,13.0,24.0,13.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,5.0,1.0,2.0,3.0,3.0,9.0,18.0,4.0,3.0,54.0,46.0,83,164,4-2-3-1,3-4-3,7314,1,0.87,0.76
13144,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,2.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,112,95,,,2552,0,,
9209,8.0,4.0,2.0,3.0,6.0,5.0,8.0,4.0,8.0,13.0,1.0,3.0,0.0,0.0,23.0,20.0,24.0,23.0,2.0,1.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,233,103,4-4-2,4-2-3-1,5416,0,0.9,0.87
1522,3.0,5.0,4.0,4.0,4.0,7.0,7.0,10.0,11.0,20.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,4.0,5.0,14.0,14.0,2.0,3.0,48.0,52.0,69,146,4-4-2,,1552,1,0.9,
26185,7.0,10.0,0.0,3.0,7.0,7.0,4.0,11.0,6.0,10.0,2.0,3.0,0.0,0.0,14.0,10.0,10.0,5.0,0.0,3.0,2.0,0.0,3.0,3.0,14.0,11.0,1.0,1.0,3.0,2.0,14.0,14.0,2.0,3.0,34.0,66.0,78,169,4-4-1-1,4-4-2,1765,1,0.91,0.9
21853,4.0,8.0,6.0,0.0,3.0,3.0,6.0,12.0,7.0,16.0,4.0,4.0,1.0,1.0,8.0,2.0,7.0,7.0,2.0,2.0,0.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,131,291,4-2-3-1,4-2-3-1,7241,1,0.87,0.87
17281,4.0,1.0,8.0,1.0,5.0,3.0,10.0,6.0,22.0,10.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,284,61,4-1-2-2-1,4-2-3-1,7309,0,0.91,0.87
21813,14.0,6.0,1.0,2.0,5.0,6.0,5.0,7.0,6.0,13.0,2.0,6.0,0.0,0.0,23.0,18.0,8.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,82,115,4-2-3-1,4-2-3-1,1840,1,0.87,0.87
1251,6.0,0.0,1.0,1.0,4.0,4.0,8.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,20.0,11.0,15.0,13.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,11.0,0.0,0.0,5.0,5.0,14.0,14.0,2.0,3.0,51.0,49.0,149,269,4-3-3,4-2-3-1,7247,0,0.78,0.87
15739,0.0,3.0,2.0,2.0,3.0,1.0,5.0,2.0,9.0,15.0,1.0,2.0,0.0,0.0,25.0,9.0,6.0,12.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,67.0,33.0,172,230,4-3-3,4-4-1-1,3928,1,0.78,0.91
4172,5.0,6.0,1.0,2.0,6.0,4.0,6.0,7.0,19.0,18.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,294,52,4-4-2,4-3-3,6875,0,0.9,0.78
8979,6.0,3.0,3.0,3.0,11.0,1.0,5.0,4.0,17.0,14.0,4.0,4.0,0.0,0.0,23.0,7.0,4.0,8.0,7.0,0.0,0.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,236,196,3-5-2,3-4-1-2,5492,1,0.85,0.84
14067,3.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,10.0,20.0,1.0,2.0,0.0,0.0,17.0,13.0,10.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,21.0,13.0,2.0,3.0,44.0,56.0,183,47,5-4-1,4-2-3-1,4214,1,0.98,0.87
14857,6.0,4.0,7.0,0.0,10.0,5.0,12.0,3.0,7.0,10.0,0.0,2.0,0.0,0.0,17.0,13.0,15.0,16.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,13.0,1.0,2.0,3.0,3.0,10.0,14.0,2.0,4.0,73.0,27.0,211,263,4-4-2,5-3-2,4917,1,0.9,0.97
14533,7.0,7.0,1.0,4.0,3.0,2.0,4.0,4.0,20.0,13.0,2.0,3.0,0.0,0.0,17.0,13.0,18.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,2.0,3.0,3.0,17.0,20.0,6.0,6.0,57.0,43.0,188,230,4-3-3,4-2-3-1,4357,1,0.78,0.87
17637,1.0,10.0,5.0,5.0,6.0,5.0,8.0,5.0,11.0,23.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,1.0,1.0,1.0,0.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,122,231,4-5-1,4-3-3,7264,1,0.95,0.78
6797,10.0,1.0,5.0,3.0,2.0,3.0,14.0,1.0,18.0,9.0,3.0,5.0,0.0,1.0,17.0,13.0,14.0,24.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,21.0,1.0,2.0,3.0,3.0,12.0,23.0,2.0,8.0,55.0,45.0,103,196,4-3-1-2,4-3-3,2341,0,0.88,0.78
24996,7.0,4.0,0.0,0.0,4.0,6.0,3.0,2.0,8.0,15.0,2.0,2.0,0.0,0.0,10.0,14.0,5.0,6.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,6.0,3.0,0.0,1.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,97,163,4-3-3,4-4-2,2175,0,0.78,0.9
2999,6.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,10.0,10.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,58.0,42.0,274,186,3-5-2,4-5-1,6434,0,0.85,0.95
5752,4.0,1.0,2.0,2.0,12.0,3.0,4.0,5.0,9.0,11.0,1.0,2.0,0.0,0.0,17.0,13.0,15.0,21.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,11.0,1.0,2.0,3.0,3.0,11.0,9.0,1.0,3.0,51.0,49.0,103,277,3-5-2,3-5-2,2354,0,0.85,0.85
10318,3.0,0.0,1.0,3.0,5.0,3.0,7.0,2.0,12.0,12.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,37,153,4-2-3-1,4-2-3-1,842,0,0.87,0.87
1968,2.0,6.0,0.0,1.0,5.0,8.0,2.0,3.0,11.0,12.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,28.0,72.0,279,292,3-5-2,4-3-3,6555,0,0.85,0.78
22563,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,63,276,4-3-3,4-2-3-1,7335,0,0.78,0.87
21201,4.0,2.0,3.0,1.0,4.0,9.0,12.0,8.0,13.0,13.0,2.0,6.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,228,229,4-2-3-1,4-2-3-1,5261,0,0.87,0.87
9262,3.0,2.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,160,72,4-3-1-2,4-3-1-2,3598,0,0.88,0.88
4930,3.0,2.0,1.0,2.0,8.0,5.0,3.0,2.0,15.0,16.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,21,215,4-2-3-1,4-3-2-1,461,0,0.87,0.9
5966,9.0,4.0,0.0,1.0,12.0,2.0,5.0,2.0,16.0,12.0,2.0,1.0,0.0,0.0,17.0,13.0,28.0,11.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0,11.0,1.0,2.0,3.0,3.0,13.0,16.0,1.0,5.0,67.0,33.0,244,289,4-3-3,3-4-3,5704,1,0.78,0.76
20321,1.0,4.0,4.0,2.0,5.0,7.0,5.0,6.0,21.0,16.0,4.0,3.0,0.0,0.0,18.0,11.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,7.0,8.0,2.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,166,226,4-2-3-1,4-2-3-1,3765,1,0.87,0.87
13264,2.0,1.0,1.0,6.0,2.0,6.0,8.0,6.0,8.0,9.0,0.0,2.0,0.0,0.0,10.0,16.0,12.0,18.0,3.0,4.0,4.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,113,37,4-4-1-1,4-2-3-1,2574,1,0.91,0.87
7138,4.0,7.0,5.0,3.0,2.0,8.0,5.0,3.0,11.0,11.0,3.0,2.0,0.0,0.0,17.0,23.0,5.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,5.0,8.0,3.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,138,185,4-2-3-1,4-3-3,3081,1,0.87,0.78
8167,7.0,3.0,0.0,3.0,5.0,10.0,10.0,8.0,10.0,11.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,70.0,30.0,185,289,4-2-3-1,4-3-3,4290,0,0.87,0.78
4925,4.0,3.0,2.0,1.0,6.0,6.0,4.0,3.0,15.0,23.0,3.0,5.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,155,220,4-2-3-1,4-2-3-1,7248,0,0.87,0.87
9861,1.0,0.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,66,114,4-3-3,4-4-2,1481,0,0.78,0.9
21681,1.0,1.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,38,96,4-4-2,4-2-3-1,861,1,0.9,0.87
11169,6.0,5.0,2.0,1.0,8.0,3.0,6.0,2.0,9.0,9.0,4.0,3.0,0.0,0.0,17.0,10.0,9.0,10.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,11.0,0.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,109,144,4-2-3-1,4-1-4-1,2483,0,0.87,0.93
343,10.0,3.0,1.0,1.0,9.0,2.0,12.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,128,259,4-4-2,4-4-2,2906,0,0.9,0.9
26719,13.0,5.0,5.0,2.0,8.0,3.0,7.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,16.0,27.0,15.0,19.0,2.0,2.0,3.0,2.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,179,302,4-4-1-1,4-4-2,4153,0,0.91,0.9
9956,12.0,5.0,1.0,0.0,6.0,5.0,4.0,2.0,8.0,13.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,6.0,3.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,53.0,47.0,8,150,4-2-3-1,5-4-1,174,0,0.87,0.98
25765,5.0,2.0,4.0,3.0,5.0,6.0,4.0,4.0,12.0,6.0,2.0,1.0,0.0,0.0,17.0,19.0,12.0,11.0,5.0,2.0,0.0,1.0,0.0,1.0,9.0,9.0,0.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,38.0,62.0,222,71,4-4-2,4-2-3-1,5113,1,0.9,0.87
15719,5.0,2.0,3.0,2.0,6.0,1.0,5.0,5.0,7.0,20.0,1.0,2.0,0.0,0.0,9.0,8.0,15.0,15.0,0.0,4.0,1.0,1.0,0.0,1.0,9.0,7.0,0.0,2.0,2.0,3.0,14.0,14.0,2.0,3.0,31.0,69.0,61,231,4-3-3,4-3-3,1382,1,0.78,0.78
23758,1.0,11.0,1.0,0.0,2.0,4.0,3.0,8.0,4.0,11.0,2.0,1.0,0.0,0.0,17.0,13.0,12.0,12.0,2.0,2.0,1.0,1.0,1.0,6.0,12.0,4.0,1.0,2.0,3.0,3.0,11.0,5.0,5.0,0.0,33.0,67.0,22,178,3-5-2,3-4-1-2,483,1,0.85,0.84
20495,7.0,9.0,2.0,2.0,2.0,5.0,3.0,2.0,14.0,14.0,3.0,3.0,0.0,0.0,7.0,26.0,8.0,7.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,5.0,1.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,115,96,4-2-3-1,4-4-2,2650,0,0.87,0.9
10599,3.0,2.0,0.0,1.0,11.0,5.0,6.0,5.0,17.0,16.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,109,141,3-5-2,4-1-4-1,2482,1,0.85,0.93
21276,7.0,3.0,0.0,0.0,4.0,1.0,5.0,2.0,21.0,18.0,4.0,6.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,33.0,67.0,228,31,4-2-3-1,4-3-3,5239,0,0.87,0.78
2685,5.0,2.0,0.0,1.0,5.0,5.0,5.0,6.0,14.0,22.0,4.0,0.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,75,279,3-5-2,3-5-1-1,1702,0,0.85,0.89
20045,2.0,10.0,0.0,2.0,1.0,4.0,3.0,8.0,12.0,8.0,2.0,1.0,0.0,0.0,4.0,11.0,16.0,15.0,1.0,0.0,2.0,0.0,1.0,3.0,13.0,5.0,2.0,3.0,3.0,2.0,14.0,14.0,2.0,3.0,30.0,70.0,257,31,4-2-3-1,4-3-3,6009,1,0.87,0.78
26272,5.0,4.0,1.0,6.0,6.0,3.0,1.0,7.0,11.0,14.0,0.0,2.0,0.0,0.0,17.0,17.0,7.0,6.0,3.0,0.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,298,253,4-2-3-1,4-4-2,7000,0,0.87,0.9
2465,3.0,2.0,1.0,3.0,12.0,6.0,4.0,2.0,8.0,16.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,146,149,4-4-2,4-2-3-1,3263,1,0.9,0.87
6294,4.0,2.0,9.0,3.0,9.0,4.0,3.0,2.0,15.0,13.0,1.0,3.0,0.0,0.0,17.0,13.0,32.0,14.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,9.0,1.0,2.0,3.0,3.0,16.0,24.0,1.0,2.0,59.0,41.0,23,254,3-4-1-2,3-5-2,530,0,0.84,0.85
20846,9.0,2.0,6.0,1.0,4.0,1.0,14.0,6.0,11.0,14.0,4.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,228,121,4-3-3,4-3-3,5250,0,0.78,0.78
17685,6.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,12.0,17.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,0.0,3.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,206,211,4-3-3,4-4-2,4791,0,0.78,0.9
11359,8.0,1.0,1.0,0.0,8.0,6.0,0.0,4.0,15.0,18.0,4.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,46.0,54.0,8,7,4-2-3-1,4-2-3-1,153,0,0.87,0.87
12914,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,1.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,148,95,,,3319,1,,
13470,3.0,5.0,0.0,3.0,2.0,6.0,10.0,4.0,12.0,17.0,1.0,3.0,0.0,0.0,13.0,10.0,35.0,29.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,112,180,4-4-2,4-4-2,2562,1,0.9,0.9
14701,5.0,5.0,2.0,1.0,3.0,7.0,6.0,6.0,10.0,13.0,2.0,3.0,0.0,0.0,17.0,13.0,19.0,14.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,7.0,1.0,2.0,3.0,3.0,14.0,12.0,3.0,2.0,50.0,50.0,47,238,4-2-3-1,4-2-3-1,1074,0,0.87,0.87
15545,7.0,4.0,2.0,2.0,4.0,7.0,6.0,3.0,9.0,11.0,1.0,1.0,0.0,0.0,15.0,11.0,10.0,13.0,3.0,3.0,1.0,0.0,3.0,1.0,6.0,8.0,3.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,211,172,4-3-3,4-1-4-1,4903,0,0.78,0.93
11172,3.0,7.0,0.0,2.0,1.0,4.0,6.0,3.0,16.0,19.0,4.0,4.0,0.0,0.0,15.0,12.0,8.0,12.0,1.0,1.0,2.0,0.0,2.0,2.0,6.0,8.0,3.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,37,273,4-2-3-1,4-2-3-1,849,1,0.87,0.87
293,1.0,4.0,0.0,0.0,5.0,7.0,5.0,3.0,12.0,20.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,133,128,,4-4-2,2971,1,,0.9
7409,6.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,12.0,21.0,2.0,4.0,0.0,0.0,13.0,14.0,15.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,0.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,62.0,38.0,92,185,4-3-1-2,4-4-2,2043,1,0.88,0.9
19456,1.0,2.0,2.0,3.0,9.0,4.0,9.0,6.0,15.0,15.0,0.0,2.0,0.0,0.0,17.0,13.0,39.0,20.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,13.0,1.0,2.0,3.0,3.0,18.0,17.0,2.0,1.0,55.0,45.0,162,82,4-4-2,4-3-3,3642,1,0.9,0.78
24894,7.0,2.0,2.0,4.0,5.0,4.0,8.0,2.0,8.0,7.0,2.0,4.0,0.0,0.0,15.0,11.0,11.0,13.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,11.0,0.0,5.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,178,271,4-1-4-1,3-4-2-1,4111,1,0.93,0.82
4043,7.0,1.0,10.0,4.0,11.0,5.0,8.0,3.0,12.0,14.0,3.0,3.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,62.0,38.0,264,100,4-1-2-3,3-5-2,6159,0,0.83,0.85
15099,2.0,9.0,0.0,1.0,4.0,11.0,6.0,6.0,15.0,10.0,3.0,2.0,0.0,0.0,17.0,13.0,8.0,22.0,2.0,2.0,1.0,1.0,1.0,4.0,9.0,8.0,1.0,2.0,3.0,3.0,11.0,15.0,5.0,1.0,34.0,66.0,231,211,4-2-3-1,4-3-3,5364,1,0.87,0.78
27633,9.0,3.0,2.0,2.0,11.0,1.0,15.0,3.0,7.0,10.0,1.0,1.0,0.0,0.0,25.0,3.0,23.0,14.0,10.0,2.0,1.0,3.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,68.0,32.0,179,107,4-4-2,4-4-1-1,4130,0,0.9,0.91
26264,6.0,3.0,1.0,2.0,8.0,0.0,15.0,4.0,7.0,7.0,1.0,3.0,0.0,0.0,25.0,5.0,15.0,14.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,271,22,4-4-2,4-3-3,6318,0,0.9,0.78
25774,4.0,4.0,1.0,1.0,2.0,4.0,4.0,10.0,12.0,11.0,1.0,0.0,0.0,0.0,11.0,19.0,3.0,3.0,0.0,9.0,1.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,3.0,2.0,14.0,14.0,2.0,3.0,20.0,80.0,297,169,4-5-1,3-4-2-1,6953,1,0.95,0.82
22389,1.0,1.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,209,285,4-4-2,4-2-3-1,4863,1,0.9,0.87
18399,4.0,3.0,3.0,0.0,8.0,6.0,2.0,2.0,14.0,11.0,2.0,0.0,0.0,0.0,17.0,13.0,27.0,28.0,2.0,2.0,1.0,1.0,0.0,3.0,4.0,8.0,1.0,2.0,3.0,3.0,9.0,17.0,1.0,4.0,45.0,55.0,162,291,4-4-2,4-4-2,3661,1,0.9,0.9
21967,2.0,0.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,5.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,257,131,4-2-3-1,4-2-3-1,7282,0,0.87,0.87
22512,11.0,5.0,6.0,2.0,11.0,3.0,12.0,9.0,14.0,14.0,1.0,1.0,0.0,0.0,18.0,8.0,11.0,17.0,2.0,2.0,2.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,228,209,4-3-1-2,4-2-3-1,5258,0,0.88,0.87
16805,2.0,1.0,1.0,1.0,3.0,4.0,11.0,4.0,18.0,11.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,173,211,4-2-3-1,4-2-2-2,3964,1,0.87,0.86
15336,8.0,1.0,1.0,0.0,6.0,5.0,6.0,4.0,9.0,9.0,1.0,1.0,0.0,0.0,23.0,8.0,7.0,6.0,5.0,2.0,1.0,0.0,6.0,0.0,9.0,9.0,0.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,206,275,4-3-3,4-2-3-1,4798,0,0.78,0.87
